Specimen,1,2,3,4,5
PC3 +3,16.80802317,13.89401007,10.80927952,6.792863462,10.16510059
PC3 +2,-21.6731989,-22.55662956,-3.921541581,0.237015828,-3.074894796
PC3 +1,49.4756211,45.21265409,24.40125317,16.16159059,24.19254243
PC1 +0,3.976719222,4.217290992,15.2524831,15.26154766,15.99880763
PC3 -1,1.267249324,1.086074977,16.35504926,19.72297646,19.11177688
PC3 -2,-2.125478625,2.698487937,22.92515214,24.71558818,24.45169346
PC3 -3,-1.24326524,2.187980292,16.86593382,21.75543554,24.33655455
