Specimen,1,2,3,4,5
PC1 +3,-11.81181511,-14.09657784,-13.58003931,-12.12282219,-9.337999155
PC1 +2,-7.684391293,-9.100385216,-6.338841072,-5.547557846,-3.541951779
PC1 +1,-2.632729103,-3.435669053,1.927064106,2.130892097,3.641186277
PC1 +0,3.976719222,4.217290992,15.2524831,15.26154766,15.99880763
PC1 -1,15.53345039,17.64527575,39.84695914,38.49157227,37.380446
PC1 -2,36.44586771,45.52040997,86.6113229,71.12430229,63.88103216
PC1 -3,69.90273054,88.69452136,119.5659881,83.00064939,69.33133634
