Specimen,1,2,3,4,5
PC3 +3,16.80802317,13.89401007,10.80927952,6.792863462,10.16510059
PC3 +2,10.3681923,7.622846831,8.477585442,6.355435159,8.801040429
PC3 +1,6.080810056,4.492286663,10.18203052,9.479042392,10.63658209
PC1 +0,3.976719222,4.217290992,15.2524831,15.26154766,15.99880763
PC3 -1,1.267249324,1.086074977,16.35504926,19.72297646,19.11177688
PC3 -2,-2.125478625,2.698487937,22.92515214,24.71558818,24.45169346
PC3 -3,-1.24326524,2.187980292,16.86593382,21.75543554,24.33655455
