Specimen,1,2,3,4,5
PC3 +3,6.165178544,5.164008463,6.113173432,2.002747833,3.166491857
PC3 +2,3.41201104,2.299371095,5.119879147,2.384870503,3.086405912
PC3 +1,1.053155467,0.749853544,5.403212087,3.345740873,3.593480886
PC1 +0,-0.882336516,-0.165814639,6.210256155,5.044885111,5.418322734
PC3 -1,-1.158661494,-0.757242596,7.741393084,8.227840463,7.961958178
PC3 -2,-3.787091425,0.263978327,9.993580096,9.257057019,9.243095012
PC3 -3,-5.050215675,0.32715072,10.88346758,11.10576681,11.42936249
