Specimen,1,2,3,4,5
PC2 +3,3.978447666,1.476463534,17.39111399,31.18031838,32.74258315
PC2 +2,3.696887959,1.263626419,15.5691062,26.18488466,26.75876901
PC2 +1,3.061711501,1.431939871,14.1077006,19.61383719,19.92805947
PC1 +0,3.976719222,4.217290992,15.2524831,15.26154766,15.99880763
PC2 -1,4.208225132,2.999841488,9.445525743,8.854416831,10.17663877
PC2 -2,4.785866023,4.61418071,6.144836146,4.715769551,6.772056827
PC2 -3,7.337539142,6.364053271,5.47176817,2.473593335,5.208371642
